iata_code,airport_name,latitude_deg,longitude_deg,elevation_ft,municipality
BYI,Burley Municipal Airport,42.5425987244,-113.77200317399999,4150.0,Burley
BYS,Bicycle Lake Army Air Field,35.2804985046,-116.629997253,2350.0,Fort Irwin/Barstow
BBC,Bay City Municipal Airport,28.9733009338,-95.8635025024,45.0,Bay City
BZN,Gallatin Field,45.77750015,-111.15299990000001,4473.0,Bozeman
XES,Grand Geneva Resort Airport,42.614899,-88.38960300000001,835.0,Lake Geneva
PLY,Plymouth Municipal Airport,41.365100860596,-86.300498962402,800.0,Plymouth
CLG,New Coalinga Municipal Airport,36.16310119628906,-120.29399871826172,622.0,Coalinga
CAD,Wexford County Airport,44.275299072299994,-85.4188995361,1307.0,Cadillac
CAE,Columbia Metropolitan Airport,33.93880081176758,-81.11949920654297,236.0,Columbia
CIG,Craig Moffat Airport,40.4952011108,-107.52200317399999,6193.0,Craig
CAK,Akron Canton Regional Airport,40.916099548339844,-81.44219970703125,1228.0,Akron
CAO,Clayton Municipal Airpark,36.446201324499995,-103.166999817,4965.0,Clayton
CAR,Caribou Municipal Airport,46.8714981079,-68.0178985596,626.0,Caribou
CBE,Greater Cumberland Regional Airport,39.615398407,-78.76090240479999,775.0,Cumberland
CBF,Council Bluffs Municipal Airport,41.2592010498,-95.760597229,1253.0,Council Bluffs
CBK,Shalz Field,39.42750168,-101.04699709999998,3187.0,Colby
CBM,Columbus Air Force Base,33.643798828099996,-88.44380187990002,219.0,Columbus
CCB,Cable Airport,34.1115989685,-117.68800354,1444.0,Upland
CCR,Buchanan Field,37.9897003174,-122.056999207,26.0,Concord
CCY,Northeast Iowa Regional Airport,43.072601318400004,-92.61080169680001,1125.0,Charles City
LLX,Caledonia County Airport,44.5690994263,-72.0179977417,1188.0,Lyndonville
CDC,Cedar City Regional Airport,37.70100021362305,-113.0989990234375,5622.0,Cedar City
CDH,Harrell Field,33.622798919699996,-92.7633972168,130.0,Camden
CDN,Woodward Field,34.2835998535,-80.56490325930001,302.0,Camden
CDR,Chadron Municipal Airport,42.837600708000004,-103.095001221,3297.0,Chadron
CDS,Childress Municipal Airport,34.4337997437,-100.288002014,1954.0,Childress
CDW,Essex County Airport,40.875198364300005,-74.2814025879,173.0,Caldwell
CEA,Cessna Aircraft Field,37.648601532,-97.2506027222,1378.0,Wichita
CEC,Jack Mc Namara Field Airport,41.78020096,-124.23699950000001,61.0,Crescent City
CEF,Westover ARB/Metropolitan Airport,42.19400024,-72.53479767,241.0,Springfield/Chicopee
CEU,Oconee County Regional Airport,34.67190170000001,-82.8864975,892.0,Clemson
CEV,Mettel Field,39.6985015869,-85.129699707,867.0,Connersville
CEW,Bob Sikes Airport,30.778799056999997,-86.522102356,213.0,Crestview
CEY,Kyle Oakley Field,36.66460037,-88.37280273,577.0,Murray
CEZ,Cortez Municipal Airport,37.3030014038,-108.627998352,5918.0,Cortez
CFD,Coulter Field,30.715700149499998,-96.3313980103,367.0,Bryan
TZC,Tuscola Area Airport,43.458801269531,-83.44550323486301,701.0,Caro
CFT,Greenlee County Airport,32.95280075,-109.20999909999999,3798.0,Clifton/Morenci
CFV,Coffeyville Municipal Airport,37.09400177,-95.5718994141,754.0,Coffeyville
CGE,Cambridge Dorchester Airport,38.53929901,-76.03040314,20.0,Cambridge
CGF,Cuyahoga County Airport,41.5651016235,-81.4863967896,879.0,Cleveland
CGI,Cape Girardeau Regional Airport,37.22529983520508,-89.57080078125,342.0,Cape Girardeau
CGS,College Park Airport,38.9805984497,-76.9223022461,48.0,College Park
CGZ,Casa Grande Municipal Airport,32.954899,-111.766998,1464.0,Casa Grande
CHA,Lovell Field,35.03530120849609,-85.20379638671875,683.0,Chattanooga
CHK,Chickasha Municipal Airport,35.09740067,-97.96769714,1152.0,Chickasha
CHO,Charlottesville Albemarle Airport,38.13859939575195,-78.4529037475586,639.0,Charlottesville
CHS,Charleston Air Force Base-International Airport,32.89860153,-80.04049683,46.0,Charleston
CIC,Chico Municipal Airport,39.79539871,-121.8580017,240.0,Chico
CID,The Eastern Iowa Airport,41.88470077514648,-91.71080017089844,869.0,Cedar Rapids
CIN,Arthur N Neu Airport,42.0461997986,-94.7890014648,1204.0,Carroll
CIR,Cairo Regional Airport,37.0644989014,-89.2195968628,321.0,Cairo
CIU,Chippewa County International Airport,46.25080108642578,-84.47239685058594,800.0,Sault Ste Marie
CKA,Kegelman AF Aux Field,36.7439002991,-98.1231002808,1202.0,Cherokee
CKB,North Central West Virginia Airport,39.2966003418,-80.2281036377,1217.0,Clarksburg
GRM,Grand Marais Cook County Airport,47.838298797600004,-90.3828964233,1799.0,Grand Marais
CKM,Fletcher Field,34.299701690700005,-90.51229858399999,173.0,Clarksdale
CKN,Crookston Municipal Kirkwood Field,47.8417015076,-96.62159729,899.0,Crookston
CKV,Clarksville–Montgomery County Regional Airport,36.621898651100004,-87.41500091549999,550.0,Clarksville
KCL,Chignik Lagoon Airport,56.31119919,-158.5359955,25.0,Chignik Flats
CLE,Cleveland Hopkins International Airport,41.411701202399996,-81.8498001099,791.0,Cleveland
CLI,Clintonville Municipal Airport,44.6138000488,-88.731300354,822.0,Clintonville
CLK,Clinton Regional Airport,35.53829956,-98.93270111,1616.0,Clinton
CLL,Easterwood Field,30.58860016,-96.36380005,320.0,College Station
CLM,William R Fairchild International Airport,48.120201110839844,-123.5,291.0,Port Angeles
CLR,Cliff Hatfield Memorial Airport,33.131500244099996,-115.52100372299999,-182.0,Calipatria
CLS,Chehalis Centralia Airport,46.6769981384,-122.98300170899999,176.0,Chehalis
CLT,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,748.0,Charlotte
CLW,Clearwater Air Park,27.9766998291,-82.7586975098,71.0,Clearwater
CMH,John Glenn Columbus International Airport,39.998001,-82.891899,815.0,Columbus
CMI,University of Illinois Willard Airport,40.03919983,-88.27809906,755.0,Champaign/Urbana
CMX,Houghton County Memorial Airport,47.16839981079102,-88.48909759521484,1095.0,Hancock
CMY,Sparta Fort Mc Coy Airport,43.958302,-90.7379,837.0,Sparta
CNH,Claremont Municipal Airport,43.3703994751,-72.36869812009998,545.0,Claremont
CNK,Blosser Municipal Airport,39.5493011475,-97.6522979736,1486.0,Concordia
CNM,Cavern City Air Terminal,32.337501525878906,-104.26300048828124,3295.0,Carlsbad
CNO,Chino Airport,33.97470093,-117.637001,650.0,Chino
CNU,Chanute Martin Johnson Airport,37.668800354,-95.4850997925,1002.0,Chanute
CNW,TSTC Waco Airport,31.6378002167,-97.07409667969999,470.0,Waco
CNY,Canyonlands Field,38.75500107,-109.7549973,4557.0,Moab
COD,Yellowstone Regional Airport,44.520198822,-109.024002075,5102.0,Cody
COE,Coeur D'Alene - Pappy Boyington Field,47.77429962,-116.8199997,2320.0,Coeur d'Alene
COF,Patrick Air Force Base,28.2348995209,-80.6100997925,8.0,Cocoa Beach
COI,Merritt Island Airport,28.3416004181,-80.6855010986,6.0,Merritt Island
COM,Coleman Municipal Airport,31.8411006927,-99.4036026001,1697.0,Coleman
CON,Concord Municipal Airport,43.20270157,-71.50229645,342.0,Concord
COS,City of Colorado Springs Municipal Airport,38.805801,-104.70099599999999,6187.0,Colorado Springs
COT,Cotulla-La Salle County Airport,28.45669937,-99.22029877,474.0,Cotulla
COU,Columbia Regional Airport,38.8181,-92.219597,889.0,Columbia
CPM,Compton Woodley Airport,33.8899993896,-118.244003296,97.0,Compton
CPR,Casper-Natrona County International Airport,42.908001,-106.46399699999999,5350.0,Casper
CPS,St Louis Downtown Airport,38.570701599100005,-90.1561965942,413.0,Cahokia/St Louis
HCW,Cheraw Municipal Airport/Lynch Bellinger Field,34.71289825,-79.95700073,239.0,Cheraw
KCR,Colorado Creek Airport,63.5676994324,-155.988998413,860.0,Colorado Creek
CRE,Grand Strand Airport,33.811698913600004,-78.72389984130002,32.0,North Myrtle Beach
CRG,Jacksonville Executive at Craig Airport,30.3362998962,-81.51439666750002,41.0,Jacksonville
CRO,Corcoran Airport,36.102502,-119.595001,197.0,Corcoran
CRP,Corpus Christi International Airport,27.77039909362793,-97.5011978149414,44.0,Corpus Christi
CLD,Mc Clellan-Palomar Airport,33.12829971,-117.27999879999999,331.0,Carlsbad
CRS,C David Campbell Field Corsicana Municipal Airport,32.028099060100004,-96.4005966187,449.0,Corsicana
CRT,Z M Jack Stell Field,33.1782989502,-91.88020324709998,184.0,Crossett
CRW,Yeager Airport,38.37310028076172,-81.59320068359375,981.0,Charleston
CRX,Roscoe Turner Airport,34.9150009155,-88.60350036620001,425.0,Corinth
CSG,Columbus Metropolitan Airport,32.516300201416016,-84.93890380859375,397.0,Columbus
CSM,Clinton Sherman Airport,35.3398017883,-99.2005004883,1922.0,Clinton
CSQ,Creston Municipal Airport,41.0214004517,-94.36329650879999,1300.0,Creston
CSV,Crossville Memorial Whitson Field,35.9513015747,-85.08499908450001,1881.0,Crossville
CTB,Cut Bank International Airport,48.6083984375,-112.375999451,3854.0,Cut Bank
CTY,Cross City Airport,29.6354999542,-83.10479736330002,42.0,Cross City
CTZ,Sampson County Airport,34.9756011963,-78.36460113529999,148.0,Clinton
CUB,Jim Hamilton L.B. Owens Airport,33.970500946,-80.9952011108,193.0,Columbia
CUH,Cushing Municipal Airport,35.9499015808,-96.7731018066,916.0,Cushing
CVG,Cincinnati Northern Kentucky International Airport,39.0488014221,-84.6678009033,896.0,Cincinnati
CKK,Sharp County Regional Airport,36.26490021,-91.56259918,716.0,Ash Flat
CVN,Clovis Municipal Airport,34.4250984192,-103.07900238,4216.0,Clovis
CVO,Corvallis Municipal Airport,44.49720001,-123.29000090000001,250.0,Corvallis
CVS,Cannon Air Force Base,34.3828010559,-103.321998596,4295.0,Clovis
CWA,Central Wisconsin Airport,44.7775993347,-89.6668014526,1277.0,Mosinee
KIP,Kickapoo Downtown Airport,33.85779953,-98.49040222,1003.0,Wichita Falls
CWF,Chennault International Airport,30.2105998993,-93.14320373540001,17.0,Lake Charles
CWI,Clinton Municipal Airport,41.8311004639,-90.3291015625,708.0,Clinton
CXL,Calexico International Airport,32.6694984436,-115.51300048799999,4.0,Calexico
CXO,Conroe-North Houston Regional Airport,30.351801000000002,-95.414497,245.0,Houston
CSN,Carson Airport,39.192199707,-119.73400116,4697.0,Carson City
HAR,Capital City Airport,40.2170982361,-76.85150146480001,347.0,Harrisburg
CYS,Cheyenne Regional Jerry Olson Field,41.15570068,-104.81199649999999,6159.0,Cheyenne
CZT,Dimmit County Airport,28.5221996307,-99.823600769,599.0,Carrizo Springs
VEX,Tioga Municipal Airport,48.38050079,-102.8980026,2271.0,Tioga
DAA,Davison Army Air Field,38.715000152600005,-77.1809997559,73.0,Fort Belvoir
DAB,Daytona Beach International Airport,29.179899,-81.058098,34.0,Daytona Beach
DAG,Barstow Daggett Airport,34.85369873,-116.78700259999998,1930.0,Daggett
DAL,Dallas Love Field,32.847099,-96.851799,487.0,Dallas
DAN,Danville Regional Airport,36.572898864746094,-79.33609771728516,571.0,Danville
DAY,James M Cox Dayton International Airport,39.90240097045898,-84.21939849853516,1009.0,Dayton
DBN,W H 'Bud' Barron Airport,32.56439972,-82.98529816,309.0,Dublin
DBQ,Dubuque Regional Airport,42.40200043,-90.70950317,1077.0,Dubuque
DCA,Ronald Reagan Washington National Airport,38.8521,-77.037697,15.0,Washington
DCU,Pryor Field Regional Airport,34.6526985168,-86.94539642330002,592.0,Decatur
DDC,Dodge City Regional Airport,37.76340103149414,-99.9655990600586,2594.0,Dodge City
DEC,Decatur Airport,39.83459854125977,-88.8656997680664,682.0,Decatur
DEH,Decorah Municipal Airport,43.27550125,-91.73940277,1158.0,Decorah
DEN,Denver International Airport,39.861698150635,-104.672996521,5431.0,Denver
DET,Coleman A. Young Municipal Airport,42.40919876,-83.00990295,626.0,Detroit
DFI,Defiance Memorial Airport,41.3375015259,-84.4288024902,707.0,Defiance
DFW,Dallas Fort Worth International Airport,32.896801,-97.038002,607.0,Dallas-Fort Worth
DGL,Douglas Municipal Airport,31.3425998688,-109.505996704,4173.0,Douglas
DGW,Converse County Airport,42.79719925,-105.38600159999999,4933.0,Douglas
DHN,Dothan Regional Airport,31.3213005065918,-85.44960021972656,401.0,Dothan
DHT,Dalhart Municipal Airport,36.0225982666,-102.54699707,3991.0,Dalhart
DIK,Dickinson Theodore Roosevelt Regional Airport,46.7974014282,-102.80200195299999,2592.0,Dickinson
DKK,Chautauqua County-Dunkirk Airport,42.49330139,-79.27200317,693.0,Dunkirk
DLL,Dillon County Airport,34.4491004944,-79.368598938,133.0,Dillon
DLF,DLF Airport,29.359501,-100.778002,1082.0,Del Rio
DLH,Duluth International Airport,46.8420982361,-92.19360351559999,1428.0,Duluth
DLN,Dillon Airport,45.2554016113,-112.553001404,5241.0,Dillon
DLS,Columbia Gorge Regional the Dalles Municipal Airport,45.618499755900004,-121.166999817,247.0,The Dalles
DMA,Davis Monthan Air Force Base,32.1665000916,-110.883003235,2704.0,Tucson
DMN,Deming Municipal Airport,32.262298584,-107.721000671,4314.0,Deming
DMO,Sedalia Memorial Airport,38.70740127559999,-93.17590332030001,909.0,Sedalia
DNL,Daniel Field,33.4664993286,-82.0393981934,423.0,Augusta
DNN,Dalton Municipal Airport,34.72290039,-84.87020111,709.0,Dalton
DNS,Denison Municipal Airport,41.986400599999996,-95.38069916,1274.0,Denison
DNV,Vermilion Regional Airport,40.19919968,-87.59590149,697.0,Danville
DOV,Dover Air Force Base,39.12950134,-75.46600342,24.0,Dover
DPA,Dupage Airport,41.90779877,-88.24859619,759.0,Chicago/West Chicago
DPG,Michael AAF (Dugway Proving Ground) Airport,40.19940186,-112.9369965,4349.0,Dugway Proving Ground
DRA,Desert Rock Airport,36.6194,-116.032997,3314.0,Mercury
DRI,Beauregard Regional Airport,30.8316993713,-93.3398971558,202.0,De Ridder
DRE,Drummond Island Airport,46.0093002319,-83.74389648440001,668.0,Drummond Island
DRO,Durango La Plata County Airport,37.1515007019,-107.75399780299999,6685.0,Durango
DRT,Del Rio International Airport,29.3742008209,-100.92700195299999,1002.0,Del Rio
DSM,Des Moines International Airport,41.53400039672852,-93.66310119628906,958.0,Des Moines
DSV,Dansville Municipal Airport,42.5708999634,-77.71309661869999,662.0,Dansville
DTA,Delta Municipal Airport,39.3805999756,-112.508003235,4759.0,Delta
DTL,Detroit Lakes Airport - Wething Field,46.82519913,-95.88569641,1397.0,Detroit Lakes
DTN,Shreveport Downtown Airport,32.5401992798,-93.7450027466,179.0,Shreveport
DSI,Destin Executive Airport,30.40010071,-86.47149658,23.0,Destin
DTW,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,645.0,Detroit
DUA,Eaker Field,33.94229889,-96.39450073,699.0,Durant
DUC,Halliburton Field,34.47090149,-97.95989990000001,1114.0,Duncan
DUG,Bisbee Douglas International Airport,31.4689998627,-109.60399627700001,4154.0,Douglas Bisbee
DUJ,DuBois Regional Airport,41.17829895,-78.8986969,1817.0,Dubois
DVL,Devils Lake Regional Airport,48.11420059,-98.90879822,1456.0,Devils Lake
DVN,Davenport Municipal Airport,41.61029816,-90.58830261,751.0,Davenport
NOT,Marin County Airport - Gnoss Field,38.143600463867,-122.55599975586,2.0,Novato
NSL,Slayton Municipal Airport,43.986801147461,-95.78260040283199,1623.0,Slayton
DVT,Phoenix Deer Valley Airport,33.688301086399996,-112.083000183,1478.0,Phoenix
DWH,David Wayne Hooks Memorial Airport,30.0618000031,-95.5528030396,152.0,Houston
DXR,Danbury Municipal Airport,41.3714981079,-73.48220062259999,458.0,Danbury
DYL,Doylestown Airport,40.3330001831,-75.1222991943,394.0,Doylestown
DYS,Dyess Air Force Base,32.4207992554,-99.85459899899999,1789.0,Abilene
MIF,Roy Hurd Memorial Airport,31.582500457764002,-102.90899658203001,2615.0,Monahans
CCG,Crane County Airport,31.415100097699998,-102.362998962,2552.0,Crane
ESO,Ohkay Owingeh Airport,36.0299987793,-106.04599762,5790.0,Espanola
WTR,Whiteriver Airport,33.8125,-109.98699950000001,5153.0,Whiteriver
ALE,Alpine Casparis Municipal Airport,30.3841991425,-103.683998108,4515.0,Alpine
BGT,Bagdad Airport,34.5959014893,-113.169998169,4183.0,Bagdad
EAN,Phifer Airfield,42.0555,-104.929001,4776.0,Wheatland
EAR,Kearney Regional Airport,40.72700119,-99.00679779,2131.0,Kearney
EAT,Pangborn Memorial Airport,47.3988990784,-120.20700073200001,1249.0,Wenatchee
EAU,Chippewa Valley Regional Airport,44.86579895019531,-91.48429870605469,913.0,Eau Claire
KEB,Nanwalek Airport,59.352100372299994,-151.925003052,27.0,Nanwalek
EBS,Webster City Municipal Airport,42.43659973,-93.86889648,1122.0,Webster City
ECG,Elizabeth City Regional Airport & Coast Guard Air Station,36.26060104,-76.17459869,12.0,Elizabeth City
ECP,Northwest Florida Beaches International Airport,30.357105999999998,-85.79541400000001,69.0,Panama City Beach
ECS,Mondell Field,43.885399,-104.318001,4174.0,Newcastle
EDE,Northeastern Regional Airport,36.027698516799994,-76.56710052490001,20.0,Edenton
ETS,Enterprise Municipal Airport,31.29969978,-85.89990234,361.0,Enterprise
EDW,Edwards Air Force Base,34.905398999999996,-117.884003,2312.0,Edwards
EED,Needles Airport,34.7663002014,-114.62300109899999,983.0,Needles
EEN,Dillant Hopkins Airport,42.898399353027344,-72.27079772949219,488.0,Keene
EFD,Ellington Airport,29.6072998047,-95.15879821780001,32.0,Houston
EFK,Northeast Kingdom International Airport,44.888802,-72.229202,930.0,Newport
EFW,Jefferson Municipal Airport,42.0102005,-94.34259796,1044.0,Jefferson
EGE,Eagle County Regional Airport,39.64260101,-106.9179993,6548.0,Eagle
EGI,Duke Field,30.65040016,-86.52290344,191.0,Crestview
EGV,Eagle River Union Airport,45.9323005676,-89.26830291750002,1642.0,Eagle River
KEK,Ekwok Airport,59.3568000793457,-157.4709930419922,135.0,Ekwok
EKA,Murray Field,40.8033981323,-124.112998962,7.0,Eureka
EKI,Elkhart Municipal Airport,41.7193984985,-86.00319671630001,778.0,Elkhart
EKN,Elkins-Randolph Co-Jennings Randolph Field,38.88940048,-79.85710144,1987.0,Elkins
EKO,Elko Regional Airport,40.82490158081055,-115.79199981689452,5140.0,Elko
EKX,Addington Field,37.686000824000004,-85.9250030518,775.0,Elizabethtown
ELA,Eagle Lake Airport,29.600599288900003,-96.3218994141,184.0,Eagle Lake
ELD,South Arkansas Regional At Goodwin Field,33.22100067138672,-92.81330108642578,277.0,El Dorado
ELK,Elk City Regional Business Airport,35.43080139,-99.39430237,2013.0,Elk City
ELM,Elmira Corning Regional Airport,42.1599006652832,-76.8916015625,954.0,Elmira/Corning
ELN,Bowers Field,47.03300095,-120.53099820000001,1764.0,Ellensburg
LYU,Ely Municipal Airport,47.82450104,-91.83070374,1456.0,Ely
ELP,El Paso International Airport,31.80719948,-106.37799840000002,3959.0,El Paso
ELY,Ely Airport Yelland Field,39.29970169,-114.84200290000001,6259.0,Ely
ELZ,"Wellsville Municipal Arpt,Tarantine Field",42.10950089,-77.98999786,2124.0,Wellsville
EMM,Kemmerer Municipal Airport,41.82410049439999,-110.556999207,7285.0,Kemmerer
EMP,Emporia Municipal Airport,38.3320999146,-96.1912002563,1208.0,Emporia
EMT,San Gabriel Valley Airport,34.086102000000004,-118.035004,296.0,El Monte
END,Vance Air Force Base,36.339199066199996,-97.9164962769,1307.0,Enid
ENL,Centralia Municipal Airport,38.515098571799996,-89.0911026001,534.0,Centralia
ENV,Wendover Airport,40.7187004089,-114.03099823,4237.0,Wendover
ENW,Kenosha Regional Airport,42.59569931,-87.92780304,742.0,Kenosha
EOK,Keokuk Municipal Airport,40.4598999023,-91.4284973145,671.0,Keokuk
EPH,Ephrata Municipal Airport,47.30759811,-119.51599879999999,1276.0,Ephrata
EDK,Captain Jack Thomas El Dorado Airport,37.7741012573,-96.8175964355,1378.0,El Dorado
ERI,Erie International Tom Ridge Field,42.0831270134,-80.1738667488,732.0,Erie
ERR,Errol Airport,44.792499542200005,-71.1641998291,1245.0,Errol
ERV,Kerrville Municipal Louis Schreiner Field,29.9766998291,-99.08570098879999,1617.0,Kerrville
ESC,Delta County Airport,45.7226982117,-87.0936965942,609.0,Escanaba
ESF,Esler Regional Airport,31.3948993683,-92.29579925540001,112.0,Alexandria
ESN,Easton Newnam Field,38.8041992188,-76.06900024410002,72.0,Easton
EST,Estherville Municipal Airport,43.40739822,-94.74639893,1319.0,Estherville
ESW,Easton State Airport,47.2541999817,-121.18599700899999,2226.0,Easton
ETB,West Bend Municipal Airport,43.4221992493,-88.1278991699,887.0,West Bend
ETN,Eastland Municipal Airport,32.4135017395,-98.8097991943,1464.0,Eastland
EUF,Weedon Field,31.951299667399997,-85.1288986206,285.0,Eufaula
EUG,Mahlon Sweet Field,44.12459945678711,-123.21199798583984,374.0,Eugene
EVM,Eveleth Virginia Municipal Airport,47.42509842,-92.49849701,1379.0,Eveleth
EVV,Evansville Regional Airport,38.0369987488,-87.53240203860001,418.0,Evansville
EVW,Evanston-Uinta County Airport-Burns Field,41.27479935,-111.0350037,7143.0,Evanston
EWB,New Bedford Regional Airport,41.67610168457031,-70.95690155029297,80.0,New Bedford
EWK,Newton City-County Airport,38.0582008362,-97.2744979858,1533.0,Newton
EWN,Coastal Carolina Regional Airport,35.0730018616,-77.04290008539998,18.0,New Bern
EWR,Newark Liberty International Airport,40.69250106811523,-74.168701171875,18.0,Newark
EYW,Key West International Airport,24.556100845336914,-81.75959777832031,3.0,Key West
WIB,Wilbarger County Airport,34.2257003784,-99.28379821780001,1265.0,Vernon
RBK,French Valley Airport,33.5741996765,-117.127998352,1350.0,Murrieta/Temecula
FAF,Felker Army Air Field,37.1324996948,-76.60880279540002,12.0,Fort Eustis
FAM,Farmington Regional Airport,37.76110077,-90.4285965,946.0,Farmington
FAR,Hector International Airport,46.92070007324219,-96.81580352783205,902.0,Fargo
FAT,Fresno Yosemite International Airport,36.77619934082031,-119.71800231933594,336.0,Fresno
FAY,Fayetteville Regional Grannis Field,34.991199493408196,-78.88030242919922,189.0,Fayetteville
FBG,Simmons Army Air Field,35.13180161,-78.93669891,244.0,Fort Bragg
FBL,Faribault Municipal Airport-Liz Wall Strohfus Field,44.32844,-93.312534,1060.0,Faribault
FBR,Fort Bridger Airport,41.3918991089,-110.40699768100001,7034.0,Fort Bridger
FBY,Fairbury Municipal Airport,40.182998657199995,-97.16929626459999,1479.0,Fairbury
FCH,Fresno Chandler Executive Airport,36.73239899,-119.8199997,279.0,Fresno
FCM,Flying Cloud Airport,44.827201843299996,-93.4570999146,906.0,Minneapolis
FCS,Butts AAF (Fort Carson) Air Field,38.67839813,-104.75700379999999,5838.0,Fort Carson
FCY,Forrest City Municipal Airport,34.942001342800005,-90.7750015259,249.0,Forrest City
FDK,Frederick Municipal Airport,39.4175987244,-77.3742980957,303.0,Frederick
FDR,Frederick Regional Airport,34.35200119,-98.98390198,1258.0,Frederick
FDY,Findlay Airport,41.013500213600004,-83.66870117190001,813.0,Findlay
FEP,Albertus Airport,42.246200561500004,-89.58200073239998,859.0,Freeport
FET,Fremont Municipal Airport,41.44910049,-96.52020264,1204.0,Fremont
FFA,First Flight Airport,36.0181999207,-75.67130279540002,13.0,Kill Devil Hills
FFL,Fairfield Municipal Airport,41.0532989502,-91.97889709469999,799.0,Fairfield
FFM,Fergus Falls Municipal Airport - Einar Mickelson Field,46.28440094,-96.15670013,1183.0,Fergus Falls
FFO,Wright-Patterson Air Force Base,39.8260993958,-84.04830169680001,823.0,Dayton
FFT,Capital City Airport,38.18249893,-84.90470123,806.0,Frankfort
MSC,Falcon Field,33.4608001709,-111.72799682600001,1394.0,Mesa
FRD,Friday Harbor Airport,48.5219993591,-123.024002075,113.0,Friday Harbor
FHU,Sierra Vista Municipal Libby Army Air Field,31.58849906921387,-110.34400177001952,4719.0,Fort Huachuca Sierra Vista
FKL,Venango Regional Airport,41.3778991699,-79.8603973389,1540.0,Franklin
FKN,Franklin Regional Airport,36.698101,-76.903801,41.0,Franklin
FLD,Fond du Lac County Airport,43.771198272700005,-88.48840332030001,808.0,Fond du Lac
FLG,Flagstaff Pulliam Airport,35.13850021,-111.6709976,7014.0,Flagstaff
FLL,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,9.0,Fort Lauderdale
FLO,Florence Regional Airport,34.18539810180664,-79.7238998413086,146.0,Florence
FLP,Marion County Regional Airport,36.29090118,-92.59030151,719.0,Flippin
FLV,Sherman Army Air Field,39.3683013916,-94.9147033691,772.0,Fort Leavenworth
FLX,Fallon Municipal Airport,39.4990997314,-118.749000549,3963.0,Fallon
FME,Tipton Airport,39.08539962769999,-76.7593994141,150.0,Fort Meade(Odenton)
FMH,Cape Cod Coast Guard Air Station,41.6584014893,-70.5214004517,131.0,Falmouth
FMN,Four Corners Regional Airport,36.7411994934,-108.230003357,5506.0,Farmington
FMY,Page Field,26.58659935,-81.86329650879998,17.0,Fort Myers
FNL,Northern Colorado Regional Airport,40.451803999999996,-105.01100000000001,5016.0,Fort Collins/Loveland
FNT,Bishop International Airport,42.96540069580078,-83.74359893798828,782.0,Flint
FOD,Fort Dodge Regional Airport,42.55149841,-94.19259644,1156.0,Fort Dodge
FOE,Topeka Regional Airport - Forbes Field,38.9509010315,-95.6635971069,1078.0,Topeka
FOK,Francis S Gabreski Airport,40.8437004089,-72.6317977905,67.0,Westhampton Beach
FIL,Fillmore Municipal Airport,38.95830154,-112.362999,4985.0,Fillmore
FPR,St Lucie County International Airport,27.49510002,-80.36830139,24.0,Fort Pierce
FRG,Republic Airport,40.7288017273,-73.41339874270001,82.0,Farmingdale
FRH,French Lick Municipal Airport,38.5061988831,-86.63690185550001,792.0,French Lick
FRI,Marshall Army Air Field,39.05530167,-96.76450348,1065.0,Fort Riley(Junction City)
FRM,Fairmont Municipal Airport,43.643901825,-94.4156036377,1162.0,Fairmont
FRR,Front Royal Warren County Airport,38.9174995422,-78.25350189210002,709.0,Front Royal
FSD,Joe Foss Field Airport,43.5820007324,-96.741897583,1429.0,Sioux Falls
FSI,Henry Post Army Air Field (Fort Sill),34.64979935,-98.40219879,1189.0,Fort Sill
FSK,Fort Scott Municipal Airport,37.7984008789,-94.7694015503,918.0,Fort Scott
FSM,Fort Smith Regional Airport,35.33660125732422,-94.36740112304688,469.0,Fort Smith
FST,Fort Stockton Pecos County Airport,30.9157009125,-102.916000366,3011.0,Fort Stockton
FSU,Fort Sumner Municipal Airport,34.4833984375,-104.217002869,4165.0,Fort Sumner
FMS,Fort Madison Municipal Airport,40.659302000000004,-91.326797,724.0,Fort Madison
FTK,Godman Army Air Field,37.9071006775,-85.9720993042,756.0,Fort Knox
FTW,Fort Worth Meacham International Airport,32.819801,-97.36239599999999,710.0,Fort Worth
FTY,Fulton County Airport Brown Field,33.7790985107,-84.5214004517,841.0,Atlanta
FUL,Fullerton Municipal Airport,33.8720016479,-117.980003357,96.0,Fullerton
WFK,Northern Aroostook Regional Airport,47.2854995728,-68.31279754639999,988.0,Frenchville
FWA,Fort Wayne International Airport,40.97850037,-85.19509888,814.0,Fort Wayne
FXE,Fort Lauderdale Executive Airport,26.1972999573,-80.1707000732,13.0,Fort Lauderdale
FXY,Forest City Municipal Airport,43.23469925,-93.62409973,1229.0,Forest City
FYM,Fayetteville Municipal Airport,35.059700012200004,-86.56400299069999,984.0,Fayetteville
FYV,Drake Field,36.00510025024414,-94.17009735107422,1251.0,Fayetteville
GAD,Northeast Alabama Regional Airport,33.972599,-86.088996,569.0,Gadsden
GAG,Gage Airport,36.295501709,-99.7763977051,2223.0,Gage
GAI,Montgomery County Airpark,39.168300628699996,-77.1660003662,539.0,Gaithersburg
GBD,Great Bend Municipal Airport,38.3442993164,-98.85919952389999,1887.0,Great Bend
